species,inat_taxon_id,first_discovery_round,n_rounds_seen,unique_discovery_observations,occupied_discovery_cells
Helixanthera obtusata,850198,3,2,1,1
Struthanthus flexicaulis,850234,15,2,1,1
Struthanthus syringifolius,850260,5,2,2,2
Amyema artensis,850269,11,2,1,1
Amyema villiflora,850277,11,4,2,1
Amyema biniflora,850286,9,2,1,1
Amyema dolichopoda,850297,7,2,1,1
Amyema eburna,850298,3,4,1,1
Amyema fitzgeraldii,850304,0,11,5,1
Amyema gibberula,850307,3,8,4,1
Amyema glabra,850308,7,4,2,1
Amyema linophylla,850321,13,6,3,1
Amyema mackayensis,850325,9,2,1,1
Amyema melaleucae,850326,0,15,13,3
Amyema miraculosa,850328,1,2,1,1
Amyema nestor,850329,0,7,3,2
Amyema queenslandica,850338,1,12,6,1
Rhodamnia sessiliflora,850384,1,4,1,1
Pterygodium orobanchoides,850415,3,11,8,2
Maesa indica,850424,7,2,1,1
Corsia dispar,850468,0,1,1,1
Blyxa radicans,850552,19,2,1,1
Limnobium laevigatum,850573,0,9,6,5
Carduus uncinatus,850574,3,6,2,1
Argophyllum grunowii,850580,5,8,1,1
Argophyllum ellipticum,850584,1,6,2,1
Argophyllum nitidum,850589,0,5,1,1
Vallisneria triptera,850622,0,1,1,1
Aphanopetalum clematideum,850651,7,4,2,1
Tamarix ericoides,850667,11,4,2,1
Xylopia emarginata,850701,1,4,1,1
Tristagma nivale,850710,0,13,9,3
Anisantherina hispidula,850713,11,2,1,1
Diplolepis biflora,850723,12,2,1,1
Hakea baxteri,850757,9,4,1,1
Acanthophyllum sordidum,850939,7,4,1,1
Diapensia purpurea,850953,1,8,4,1
Diapensia himalaica,850955,1,4,1,1
Mandevilla pycnantha,850959,15,4,2,1
Berberis sibirica,850962,1,4,1,1
Canarina eminii,850988,1,10,3,1
Anthurium paraguayense,851008,5,2,1,1
Palmerella debilis,851013,13,2,1,1
Asyneuma japonicum,851098,3,12,5,2
Asyneuma persicum,851107,7,2,1,1
Mimosa hamata,851141,3,2,1,1
Anthotium humile,851144,0,1,1,1
Anthotium rubriflorum,851148,0,1,1,1
Coopernookia polygalacea,851150,1,10,4,1
Coopernookia strophiolata,851152,0,1,1,1
Semecarpus australiensis,851169,0,3,2,1
Adenosma caerulea,851173,9,2,1,1
Stemodia lythrifolia,851178,0,11,8,1
Crataegus chlorosarca,851192,0,9,5,1
Epidendrum frutex,851249,1,6,3,1
Dampiera eriocephala,851252,12,3,2,2
Dampiera ferruginea,851254,0,1,1,1
Goodenia armitiana,851325,3,4,1,1
Goodenia armstrongiana,851326,0,13,10,1
Goodenia azurea,851329,7,8,2,2
Goodenia caerulea,851335,0,7,4,2
Goodenia cirrifica,851341,0,3,1,1
Alphitonia petriei,851345,9,2,1,1
Goodenia cycloptera,851351,3,2,1,1
Goodenia eatoniana,851358,0,8,7,2
Goodenia fasciculata,851366,0,3,2,1
Goodenia glomerata,851376,0,1,1,1
Goodenia incana,851394,12,4,2,1
Goodenia lamprosperma,851406,1,4,2,1
Goodenia leiosperma,851408,9,2,1,1
Goodenia mueckeana,851426,3,2,1,1
Goodenia pulchella,851449,3,4,2,2
Goodenia purpurascens,851452,7,2,1,1
Goodenia ramelii,851462,7,2,1,1
Goodenia scaevolina,851469,15,2,1,1
Goodenia stelligera,851475,0,3,2,1
Goodenia stobbsiana,851479,13,2,1,1
Goodenia tenuiloba,851483,11,4,2,1
Goodenia vilmoriniae,851489,0,9,4,1
Goodenia virgata,851490,17,2,1,1
Delarbrea michieana,851524,13,2,1,1
Gomphrena arborescens,851534,5,10,7,2
Pterandra pyroidea,851539,0,13,8,1
Dendrobium fractiflexum,851564,0,13,5,1
Liparis laxa,851565,1,16,7,1
Scaevola beckii,851566,0,19,7,1
Xanthostemon ruber,851569,1,8,2,1
Passiflora hyacinthiflora,851608,0,1,1,1
Astartea affinis,851613,9,2,1,1
Astartea aspera,851615,9,2,1,1
Astartea montana,851629,0,3,1,1
Astartea scoparia,851635,1,4,2,2
Alpinia arctiflora,851638,0,17,14,1
Aceratium megalospermum,851654,19,2,1,1
Laennecia artemisiifolia,851725,5,2,1,1
Globba bokorensis,851746,7,2,1,1
Globba patens,851794,3,6,1,1
Guilandina bonduc,851888,1,16,6,6
Atraphaxis frutescens,851919,0,3,1,1
Begonia phoeniogramma,851946,5,4,2,1
Columnea polyantha,851953,9,2,1,1
Eschweilera ovata,852041,0,21,5,2
Gochnatia foliolosa,852104,1,10,5,2
Pamphalea bupleurifolia,852134,12,2,1,1
Pamphalea heterophylla,852137,3,4,2,1
Vitex triflora,852153,9,2,1,1
Zygogynum howeanum,852182,19,2,1,1
Zygogynum stipitatum,852200,0,3,2,1
Zygogynum tieghemii,852202,1,4,1,1
Iris savannarum,852203,5,4,2,1
Clerodendrum phlomidis,852208,7,2,1,1
Torenia crustacea,852222,0,21,70,22
Crepidorhopalon spicatus,852239,13,4,1,1
Epilobium pseudorubescens,852241,1,4,2,2
Dracocephalum olchonense,852248,1,4,1,1
Robiquetia bertholdii,852319,0,17,1,1
Nitraria sibirica,852385,9,4,3,1
Peganum nigellastrum,852388,0,7,3,1
Cavendishia angustifolia,852397,3,4,2,2
Corchorus erodioides,852424,0,19,3,1
Conanthera parvula,852448,12,2,1,1
Conanthera urceolata,852449,7,2,1,1
Karomia mira,852503,17,2,1,1
Cirsium serrulatum,852508,7,4,2,1
Delphinium speciosum,852592,3,2,1,1
Cirsium obvallatum,852593,0,1,1,1
Cirsium simplex,852594,5,2,1,1
Peixotoa goiana,852606,1,4,2,1
Viola accrescens,852609,3,4,2,2
Macarthuria australis,852624,11,2,1,1
Rauvolfia semperflorens,852674,1,8,2,1
Rauvolfia verticillata,852681,1,4,2,1
Rauvolfia weddeliana,852682,11,2,1,1
Malesherbia fasciculata,852739,7,2,1,1
Malesherbia lirana,852744,0,5,3,1
Adenia elegans,852787,3,4,1,1
Stenia angustilabia,852798,13,2,1,1
Arboa berneriana,852858,0,13,2,1
Arboa integrifolia,852859,1,4,1,1
Arboa madagascariensis,852861,13,2,1,1
Barteria fistulosa,852873,3,2,1,1
Basananthe apetala,852877,9,2,1,1
Piriqueta duarteana,852956,5,4,1,1
Piriqueta guianensis,852960,3,8,5,3
Piriqueta racemosa,852964,0,15,10,3
Piriqueta taubatensis,852972,5,3,2,1
Piriqueta viscosa,852975,0,3,2,2
Turnera acuta,853027,17,2,1,1
Turnera arcuata,853095,5,2,1,1
Turnera cearensis,853113,3,8,5,1
Turnera chamaedrifolia,853114,0,7,4,2
Turnera coerulea,853122,11,2,1,1
Turnera longiflora,853172,0,9,8,1
Turnera panamensis,853188,11,2,1,1
Turnera rupestris,853213,1,2,1,1
Turnera scabra,853218,1,4,3,1
Turnera weddelliana,853247,1,2,1,1
Frankenia capitata,853278,7,6,3,1
Frankenia pauciflora,853326,0,3,2,1
Frankenia sessilis,853344,9,4,1,1
Impatiens racemosa,853403,0,13,7,2
Comastoma malyschevii,853411,3,2,1,1
Comastoma pedunculatum,853414,7,4,2,1
Comastoma pulmonarium,853419,3,2,1,1
Cambessedesia glaziovii,853478,0,3,2,1
Chorizanthe frankenioides,853567,5,2,1,1
Chorizanthe vaginata,853577,9,2,1,1
Andira vermifuga,853652,11,2,1,1
Astragalus davuricus,853743,0,11,7,2
Dracocephalum fruticulosum,853746,15,4,2,2
Dracocephalum grandiflorum,853747,0,9,4,2
Ancathia igniaria,853753,1,10,3,2
Comesperma defoliatum,853756,17,2,1,1
Nasa picta,853761,19,2,1,1
Astragalus albicaulis,853779,3,4,2,2
Trachymene procumbens,853870,0,3,2,1
Krascheninnikovia ceratoides,853879,5,6,2,2
Melampyrum argyrocomum,853950,3,4,2,2
Anisomeria coriacea,853974,5,2,1,1
Anisomeria littoralis,853977,1,8,5,1
Ercilla spicata,853980,10,5,3,1
Heterophragma quadriloculare,853991,7,2,1,1
Schizanthus porrigens,854003,0,4,3,1
Fabiana peckii,854017,3,2,1,1
Montia meridensis,854045,19,2,1,1
Cyrtochilum myanthum,854051,7,6,1,1
Fridericia platyphylla,854054,5,2,1,1
Montiopsis umbellata,854070,7,2,1,1
Banisteriopsis anisandra,854072,0,3,2,1
Calandrinia carolinii,854088,17,4,1,1
Calandrinia colchaguensis,854089,14,2,1,1
Calandrinia compacta,854090,18,2,1,1
Calandrinia skottsbergii,854160,1,5,3,1
Astragalus varius,854202,1,10,7,3
Sagina papuana,854244,0,11,1,1
Leptosiphon chrysanthus,854272,19,2,1,1
Chionolaena phylicoides,854294,0,1,1,1
Phagnalon graecum,854322,5,2,1,1
Phagnalon umbelliforme,854341,0,3,2,1
Craspedia costiniana,854354,12,2,1,1
Craspedia alba,854355,5,2,1,1
Pamianthe ecollis,854369,1,2,1,1
Plantago urvillei,854393,0,13,10,5
Xerochrysum collierianum,854402,9,2,1,1
Xerochrysum milliganii,854404,5,2,1,1
Coronidium monticola,854463,16,2,1,1
Galium octonarium,854464,7,2,1,1
Coronidium newcastlianum,854465,5,6,2,1
Argentipallium niveum,854468,9,3,3,3
Justicia brasiliana,854660,1,8,3,1
Cayaponia bonariensis,854676,0,1,1,1
Cayaponia podantha,854678,0,3,2,2
Alstroemeria spathulata,854715,3,2,1,1
Taraxacum albescens,854728,13,2,1,1
Lindenbergia grandiflora,854735,0,7,4,1
Begonia pycnantha,854765,3,2,1,1
Stellaria eschscholtziana,854776,0,9,2,1
Lycoseris crocata,854879,5,2,1,1
Crispiloba disperma,854953,5,8,5,1
Psychotria submontana,854963,19,2,1,1
Smelowskia parryoides,854969,3,12,1,1
Wrightia saligna,854997,19,2,1,1
Maxillaria alticola,855006,0,1,1,1
Blumea fistulosa,855013,1,6,2,1
Oxytropis evenorum,855016,3,2,1,1
Solidago virgata,855020,15,2,1,1
Noticastrum sericeum,855068,0,1,1,1
Erigeron thunbergii,855072,13,2,1,1
Geum quellyon,855260,1,5,3,2
Schizanthus coccineus,855262,1,4,2,1
Mackaya neesiana,855273,3,4,2,2
Baccharis sphaerocephala,855279,9,1,1,1
Mentha laxiflora,855299,11,1,1,1
Allium ochotense,855312,17,2,1,1
Viola nemoralis,855316,0,9,5,3
Androsace capitata,855324,0,1,1,1
Ranunculus apiifolius,855357,7,2,1,1
Bejaria nana,855394,11,2,1,1
Epigaea asiatica,855404,13,4,2,2
Euphrasia maximowiczii,855408,0,15,5,1
Allium splendens,855419,0,13,3,2
Rhododendron glandulosum,855423,0,21,26,1
Luzuriaga polyphylla,855424,1,9,5,1
Raukaua laetevirens,855433,16,4,1,1
Dysopsis glechomoides,855450,0,5,2,2
Myrceugenia planipes,855459,5,2,2,1
Nasa magnifica,855472,1,2,1,1
Grausa gayana,855485,18,2,1,1
Grausa lateritia,855486,0,3,1,1
Grausa martini,855488,9,1,1,1
Grausa sagittata,855490,0,1,1,1
Aosa grandis,855515,5,2,1,1
Pinnasa nana,855527,5,5,3,1
Pinnasa bergii,855528,0,7,4,1
Pinnasa pinnatifida,855529,12,2,1,1
Pinnasa volubilis,855530,12,2,1,1
Myrceugenia lanceolata,855534,12,2,1,1
Thermopsis lupinoides,855548,0,17,5,2
Iris reichenbachiana,855554,13,2,1,1
Aconitum fischeri,855564,0,3,1,1
Morella esculenta,855565,17,2,1,1
Oxytropis erecta,855566,7,6,1,1
Oxalis ptychoclada,855577,5,2,1,1
Halenia corniculata,855608,0,3,2,2
Disparago tortilis,855638,0,9,7,1
Oxytropis revoluta,855653,1,12,4,1
Aconitum rotundifolium,855833,13,4,2,1
Parochetus africanus,855850,0,21,10,2
Anthemis leucanthemifolia,855868,11,2,1,1
Dorobaea callacallensis,855885,9,2,1,1
Glossoloma tetragonoides,855897,3,2,1,1
Pedicularis pallasii,855901,9,6,1,1
Gentianella ernestii,855958,1,6,2,1
Triumfetta cana,855969,3,2,1,1
Hydrangea serratifolia,855993,1,2,1,1
Hamatocactus setispinus,856004,9,2,1,1
Secale sylvestre,856038,1,4,2,1
Kemulariella caucasica,856070,15,4,1,1
Malva weinmanniana,856081,11,4,4,2
Ptilotus seminudus,856109,0,5,3,2
Gnaphalium rossicum,856130,17,2,1,1
Tamarix indica,856180,0,1,1,1
Viola epipsiloides,856190,0,11,3,2
Etlingera philippinensis,856205,1,6,1,1
Cassinia laevis,856226,0,3,2,1
Pachyplectron neocaledonicum,856377,0,5,1,1
Daphne retusa,856543,0,3,2,1
Silene villosa,856550,13,4,2,1
Geranium pseudosibiricum,856585,1,6,4,3
Crocanthemum corymbosum,856610,5,4,2,2
Passiflora pittieri,856649,1,4,2,2
Oxytropis chionobia,856654,7,6,2,2
Castilleja rubra,856707,11,6,1,1
Castilleja pallida,856709,0,19,8,6
Scrophularia cretacea,856715,5,2,1,1
Callianthemum isopyroides,856737,0,15,1,1
Gymnospermium odessanum,856748,0,3,2,1
Astragalus rupifragus,856761,5,2,1,1
Sophora alopecuroides,856778,1,18,5,2
Prangos odontalgica,856868,15,2,1,1
Pomatocalpa macphersonii,856920,0,19,1,1
Chaerophyllum prescottii,856944,9,6,3,3
Lippia junelliana,856973,7,2,1,1
Mulguraea tridens,856976,1,3,1,1
Brombya platynema,856991,3,8,5,1
Oxytropis myriophylla,857033,1,6,3,1
Anemone okennonii,857042,5,2,1,1
Gasteranthus osaensis,857067,1,4,2,1
Demosthenesia mandonii,857069,7,2,1,1
Rhododendron konori,857071,0,19,3,1
Hoya incrassata,857072,0,3,1,1
Lagotis integrifolia,857083,3,6,2,2
Astragalus subuliformis,857162,13,2,1,1
Epipactis papillosa,857167,0,17,9,2
Ornithogalum fischerianum,857180,5,2,1,1
Viola rubella,857198,0,3,2,1
Morinda coreia,857206,3,6,3,2
Caltha fistulosa,857252,0,3,1,1
Solidago cuprea,857270,0,21,35,2
Viola sacchalinensis,857381,0,9,7,3
Viola hultenii,857383,19,2,1,1
Centropogon urubambae,857404,0,3,3,1
Centropogon roseus,857412,11,2,1,1
Musa banksii,857480,1,8,2,1
Chiastophyllum oppositifolium,857489,5,2,1,1
Oxalis dumetorum,857609,0,1,1,1
Pedicularis nordmanniana,857750,11,4,2,1
Euodia hylandii,857753,1,6,2,1
Parasenecio kamtschaticus,857754,1,6,2,2
Convolvulus ammannii,857755,0,13,9,3
Ajuga integrifolia,857812,0,15,8,2
Ajuga turkestanica,857818,0,3,2,1
Volkameria mollis,857828,0,21,79,1
Potentilla stolonifera,857857,0,11,6,2
Gentiana uniflora,857868,1,4,1,1
Potentilla tergemina,857920,0,15,3,2
Prunus sibirica,858118,1,14,8,2
Nervilia shirensis,858187,3,10,1,1
Platanthera densa,858224,7,6,2,1
Bupleurum bicaule,858248,5,8,2,1
Centrosema rotundifolium,858267,13,2,1,1
Coccoloba laevis,858270,1,6,2,2
Sida galheirensis,858273,0,19,14,3
Oreocallis grandiflora,858314,0,15,13,2
Adenophora stenanthina,858317,1,8,2,2
Bupleurum multinerve,858393,0,11,6,2
Oxygonum tristachyum,858406,1,2,1,1
Sempervivum pumilum,858416,7,2,1,1
Adesmia lotoides,858754,10,6,3,2
Veratrum oxysepalum,858769,1,20,8,4
Paris incompleta,858786,3,6,3,1
Paris luquanensis,858799,11,2,1,1
Veratrum grandiflorum,858803,0,1,1,1
Veratrum versicolor,858808,15,4,1,1
Lepanthes enca-barcenae,858877,11,2,1,1
Abdra brachycarpa,858879,15,2,1,1
Lobelia nubicola,858895,11,2,1,1
Calanthe hololeuca,858918,0,9,3,1
Isatis costata,858937,1,4,2,2
Convolvulus chinensis,858956,0,21,55,3
Apocynum lancifolium,858989,13,2,1,1
Acer barbinerve,859053,3,4,2,1
Aconitum leucostomum,859071,15,2,1,1
Aconitum ranunculoides,859075,0,13,1,1
Aconitum septentrionale,859076,0,21,19,6
Adlumia asiatica,859090,7,2,1,1
Adonis villosa,859091,0,7,4,2
Trifolium polyphyllum,859093,5,4,2,1
Rhododendron adamsii,859100,0,15,4,2
Artemisia commutata,859101,15,4,2,2
Urtica platyphylla,859139,1,6,2,1
Angelica gmelinii,859191,1,6,1,1
Astragalus macropus,859193,0,7,5,1
Austroeupatorium inulifolium,859233,3,16,19,6
Veronica umbrosa,859269,15,2,1,1
Dianthus ramosissimus,859281,7,4,3,1
Solanum amygdalifolium,859285,0,11,7,2
Hypericum attenuatum,859330,5,2,1,1
Hypericum brasiliense,859349,1,2,1,1
Hypericum caprifoliatum,859355,14,2,1,1
Hypericum connatum,859368,1,5,3,2
Hypericum costaricense,859371,0,3,2,1
Hypericum kamtschaticum,859432,9,2,1,1
Hypericum leschenaultii,859453,11,2,1,1
Hypericum mysurense,859484,5,8,2,1
Hypericum peplidifolium,859510,0,21,2,1
Vismia billbergiana,859649,3,4,1,1
Veronica blakelyi,859835,11,4,2,1
Gentianella magellanica,859862,0,15,8,1
Cardamine altaica,859939,5,8,4,1
Hedysarum inundatum,859955,17,2,1,1
Stenandrium diphyllum,860153,16,2,1,1
Cassiope ericoides,860366,9,2,1,1
Ferula lancerotensis,860471,11,2,1,1
Impatiens oncidioides,860528,1,8,3,1
Bathiorhamnus reticulatus,860682,1,6,1,1
Magonia pubescens,860740,15,4,2,1
Brassavola appendiculata,860840,15,2,1,1
Dracula houtteana,860850,7,2,1,1
Maxwellia lepidota,860860,9,2,1,1
Ruellia geayi,860887,3,6,1,1
Bomarea involucrosa,860909,13,2,1,1
Leucheria hahnii,860912,0,21,32,2
Eustephia coccinea,860916,7,2,1,1
Fuchsia tunariensis,860924,5,6,2,1
Hydrocotyle acutifolia,860933,19,2,1,1
Senecio rhizocephalus,860945,9,2,1,1
Cuphea cordata,860947,9,4,2,1
Elytropus chilensis,860993,18,2,1,1
Senecio planiflorus,860995,14,2,1,1
Aegiphila multiflora,861018,17,2,1,1
Tradescantia ambigua,861044,17,2,1,1
Tradescantia tenella,861050,16,2,1,1
Caladenia aurantiaca,861076,12,2,1,1
Coluria geoides,861093,1,8,3,1
Rhodiola coccinea,861095,1,6,3,1
Loasa acerifolia,861231,0,5,4,1
Aconitum baicalense,861247,0,3,1,1
Pulsatilla bungeana,861273,3,2,1,1
Disa biflora,861286,7,3,2,1
Parkia platycephala,861295,0,7,5,3
Tephrosia egregia,861296,3,2,1,1
Thyrsacanthus ramosissimus,861297,15,2,1,1
Lundia longa,861301,1,20,19,4
Portulaca elatior,861308,3,6,3,1
Bauhinia cheilantha,861309,0,5,2,1
Gomesa barbata,861310,15,2,2,1
Colicodendron scabridum,861311,15,2,1,1
Colicodendron yco,861327,11,2,1,1
Capparicordis crotonoides,861328,0,15,10,1
Sedum fusiforme,861347,7,6,2,1
Peucedanum lowei,861357,7,4,1,1
Teucrium heterophyllum,861362,17,2,1,1
Senecio incrassatus,861384,0,5,3,1
Sonchus pinnatus,861386,11,2,1,1
Brachychiton diversifolius,861443,5,4,2,1
Mandevilla scabra,861460,5,2,1,1
Anemonastrum dichotomum,861488,0,17,4,3
Amphilophium scabriusculum,861494,0,21,1,1
Aptandra tubicina,861624,13,2,1,1
Samolus spathulatus,861647,4,8,4,2
Allium clathratum,861664,11,2,1,1
Herissantia tiubae,861712,0,15,10,2
Melosperma andicola,861720,3,5,3,1
Anarthria scabra,861732,0,19,21,3
Echinops humilis,861738,9,6,3,2
Polemonium caucasicum,861761,11,2,1,1
Dendrobium scopa,861841,15,2,1,1
Cyrtopodium holstii,861861,7,4,2,2
Corynabutilon vitifolium,861875,0,1,1,1
Melampyrum setaceum,861889,7,4,2,1
Helicteres carthagenensis,861890,17,2,1,1
Streptocarpus madagascaricus,861895,0,5,1,1
Primula dickieana,861914,9,2,1,1
Arctotis breviscapa,861919,5,2,1,1
Ozothamnus cupressoides,861924,12,2,1,1
Senegalia fleckii,861928,0,1,1,1
Hieracium virosum,861945,0,5,3,3
Pericallis murrayi,861967,0,5,2,1
Trichocereus chiloensis,861978,0,21,26,2
Loasa insons,861980,7,3,2,1
Cuscuta chilensis,861986,18,2,1,1
Viola patrinii,861988,1,16,3,2
Myrsine laetevirens,861992,5,5,2,2
Stigmaphyllon bonariense,862010,0,13,10,1
Aristolochia arcuata,862013,20,1,1,1
Sisyrinchium weirii,862033,7,2,1,1
Ranunculus tachiroi,862048,13,2,1,1
Chloroleucon acacioides,862058,13,2,1,1
Isopogon divergens,862102,1,6,3,1
Lathyrus komarovii,862122,5,2,1,1
Campanula collina,862161,3,2,1,1
Hagenbachia columbiana,862312,3,2,1,1
Herreria montevidensis,862318,14,2,1,1
Herreria stellata,862320,7,2,1,1
Hyacinthella siirtensis,862349,13,2,1,1
Peliosanthes macrostegia,862366,1,2,1,1
Lomandra pauciflora,862380,0,1,1,1
Lomandra hastilis,862388,3,4,1,1
Lomandra juncea,862391,12,4,2,1
Lachenalia liliiflora,862393,0,10,5,1
Laxmannia brachyphylla,862395,0,3,2,2
Lachenalia purpureocaerulea,862396,9,2,1,1
Lachenalia punctata,862397,1,16,16,3
Lachenalia schlechteri,862399,3,4,2,1
Lomandra integra,862407,1,2,1,1
Massonia longipes,862426,5,4,2,1
Muscari heldreichii,862462,5,2,1,1
Ornithogalum imereticum,862466,15,2,1,1
Ornithogalum iraqense,862467,3,2,2,1
Ornithogalum kurdicum,862468,5,2,1,1
Ornithogalum arcuatum,862502,11,2,1,1
Oziroe acaulis,862536,3,2,1,1
Polygonatum roseum,862608,13,2,1,1
Scilla africana,862662,9,2,1,1
Sansevieria bagamoyensis,862675,11,2,1,1
Sansevieria senegambica,862686,0,11,2,1
Scilla subnivalis,862693,7,2,1,1
Scilla siberica,862704,0,21,47,10
Scilla libanotica,862718,7,4,2,1
Scilla monanthos,862739,3,2,1,1
Sowerbaea alliacea,862746,1,2,2,1
Thysanotus arbuscula,862776,13,2,2,1
Thysanotus banksii,862778,1,8,5,1
Thysanotus fractiflexus,862790,1,2,1,1
Trihesperus glaucus,862797,0,15,9,1
Albuca kirkii,862899,1,6,2,1
Bellevalia kurdistanica,862952,17,2,1,1
Bellevalia macrobotrys,862954,17,2,1,1
Bellevalia paradoxa,862962,5,6,3,1
Bellevalia sessiliflora,862967,11,2,1,1
Bellevalia stepporum,862969,17,2,1,1
Chamaexeros serra,862979,0,10,6,2
Chlorophytum colubrinum,863005,5,2,1,1
Chlorophytum dianellifolium,863011,15,2,1,1
Chlorophytum glaucoides,863018,15,2,1,1
Chlorophytum graminifolium,863021,3,2,1,1
Chlorophytum tetraphyllum,863078,0,11,1,1
Dipcadi concanense,863103,15,2,1,1
Dracaena finlaysonii,863149,7,4,1,1
Echeandia williamsii,863192,9,2,1,1
Fessia puschkinioides,863212,9,2,1,1
Scilla lakusicii,863230,0,1,1,1
Albuca stapffii,863311,7,2,1,1
Lachenalia pygmaea,863387,9,4,2,1
Lachenalia karoopoortensis,863390,13,2,1,1
Heteropolygonatum alte-lobatum,863416,15,2,1,1
Prospero seisumsianum,863476,11,2,1,1
Thysanotus racemoides,863562,12,4,2,1
Leucheria runcinata,863632,5,2,1,1
Habenaria hamata,864075,1,6,3,1
Faramea anisocalyx,864424,17,2,1,1
Epacris petrophila,864429,3,2,1,1
Aletris foliolosa,864436,7,6,2,1
Jacksonia floribunda,864464,1,12,6,1
Clinopodium darwinii,864490,0,4,3,1
Eremophila scoparia,864509,0,9,5,3
Amberboa glauca,864523,7,2,1,1
Psephellus caucasicus,864524,1,2,1,1
Eremophila willsii,864525,1,12,9,1
Stylidium candelabrum,864533,11,4,1,1
Stylidium ceratophorum,864534,0,3,2,1
Stylidium turbinatum,864537,3,4,2,1
Stylidium ensatum,864539,11,2,1,1
Kalanchoe olivacea,864633,9,2,1,1
Pombalia communis,864764,11,2,1,1
Mirbelia speciosa,864773,0,5,2,2
Garcinia warrenii,864783,9,2,1,1
Terminalia platyphylla,864787,0,3,2,1
Cartonema parviflorum,864790,5,8,2,1
Cartonema spicatum,864791,0,5,4,1
Duranta triacantha,864825,9,2,1,1
Froelichia humboldtiana,864830,7,8,3,2
Asystasia nemorum,864832,9,2,1,1
Vincetoxicum funebre,864921,13,2,1,1
Pedicularis grandiflora,864986,5,10,1,1
Swertia tetrapetala,864997,0,7,3,3
Oxalis subacaulis,865003,1,2,1,1
Noccaea magellanica,865009,0,4,2,1
Oxalis conorrhiza,865025,1,6,4,2
Brachyscome stolonifera,865161,11,1,1,1
Allium barsczewskii,865164,5,6,3,1
Carum meifolium,865197,1,2,1,1
Polygala caucasica,865210,3,2,1,1
Saussurea tilesii,865215,0,21,4,2
Lycopus australis,865287,11,3,2,1
Melochia betonicifolia,865290,0,9,4,3
Smilax campestris,865293,7,2,1,1
Strychnos parvifolia,865304,19,2,1,1
Tamonea spicata,865306,1,8,4,2
Hexasepalum apiculatum,865308,3,4,2,2
Maytenus erythroxylon,865312,0,17,10,2
Chiococca nitida,865315,1,10,4,2
Passiflora silvestris,865330,1,8,4,3
Eremophila oldfieldii,865333,19,2,1,1
Baccharis singularis,865346,9,2,1,1
Isotoma tridens,865351,3,2,1,1
Stachys geobombycis,865378,5,2,1,1
Distichlis humilis,865388,0,3,2,1
Scutellaria przewalskii,865475,1,6,2,1
Dianthus caucaseus,865535,0,1,1,1
Isodon lophanthoides,865629,15,2,1,1
Schelhammera multiflora,865698,0,11,10,1
Cistanche lutea,865846,11,2,1,1
Kadenia dubia,865871,1,12,7,3
Oxypetalum mosenii,865885,0,5,2,1
Orobanche grenieri,865901,13,2,1,1
Thesium ramosum,865926,3,6,3,3
Allium flavescens,865937,5,4,2,1
Colutea orientalis,865952,1,6,3,1
Mouriri elliptica,865953,1,2,1,1
Astragalus amatus,865954,11,3,2,1
Ocotea pulchella,865971,19,2,1,1
Kalmia polifolia,865984,0,21,129,6
Vincetoxicum inamoenum,866081,3,2,1,1
Geranium gymnocaulon,866085,7,2,1,1
Hedysarum caucasicum,866088,1,4,2,1
Thymus kirgisorum,866103,11,2,1,1
Salvia verbascifolia,866124,0,1,1,1
Paeonia mlokosewitschii,866141,15,2,1,1
Gentianella biebersteinii,866146,11,2,1,1
Utricularia leptoplectra,866152,0,21,40,1
Utricularia holtzei,866154,0,13,6,1
Persicaria ferruginea,866172,13,2,1,1
Verbena carnea,866180,19,2,1,1
Grindelia pulchella,866204,3,10,9,2
Lipandra polysperma,866208,15,2,1,1
Cenostigma nordestinum,866213,0,21,17,2
Cenostigma bracteosum,866215,0,15,9,2
Bolanosa coulteri,866223,9,2,1,1
Lolium pratense,866252,5,4,2,2
Jacquemontia solanifolia,866276,11,2,1,1
Uvaria leichhardtii,866289,7,2,1,1
Mansoa difficilis,866372,11,3,2,2
Alyssum spruneri,866377,3,2,1,1
Dolichandra uncata,866378,13,2,1,1
Sicyos edulis,866390,7,10,4,3
Renealmia aromatica,866419,1,2,1,1
Gymnosiphon tenellus,866420,3,6,1,1
Diplolepis boerhaviifolia,866456,16,2,1,1
Peperomia macrostachyos,866613,9,2,1,1
Syzygium toninense,866635,19,2,1,1
Euphrasia officinalis,866675,0,20,18,2
Monnina fastigiata,866724,17,2,1,1
Rafflesia horsfieldii,866726,0,7,2,1
Bistorta macrophylla,866739,7,2,2,1
Jacquemontia nodiflora,866758,1,12,5,2
Syzygium formosum,866761,5,2,1,1
Teucrium parvifolium,866781,7,2,1,1
Erigeron variifolius,866789,1,2,1,1
Monticalia abietina,866791,17,2,1,1
Sebastiania klotzschiana,866854,18,2,1,1
Eremosis littoralis,866892,1,2,1,1
Goeppertia elliptica,866897,7,8,4,1
Liparophyllum capitatum,866910,0,1,1,1
Aeschynanthus longicaulis,866938,5,2,1,1
Codonanthopsis calcarata,866954,19,2,1,1
Urochloa serrata,866976,19,2,1,1
Huynhia pulchra,866982,0,5,3,1
Causonis trifolia,867069,3,6,3,3
Mikania parviflora,867071,15,4,1,1
Palisota ambigua,867116,0,7,1,1
Lycium boerhaviifolium,867130,0,5,4,2
Muellera campestris,867132,3,2,1,1
Breynia androgyna,867160,0,11,3,2
