species,inat_taxon_id,first_v2_round,n_v2_rounds_seen,unique_v2_observations,occupied_v2_cells
Muricaria prostrata,1157772,11,1,3,1
Campanula occidentalis,1157826,17,2,2,1
Chorizema retrorsum,1158081,2,7,9,1
Vitex gardneriana,1158450,4,7,8,3
Platysace pendula,1158464,3,2,3,1
Clematis songorica,1158576,3,4,6,1
Centropogon densiflorus,1158643,15,1,1,1
Centropogon reflexus,1158683,8,3,3,1
Anisosepalum humbertii,1158712,11,3,4,1
Anthurium llanense,1158828,3,1,1,1
Gutierrezia baccharoides,1158922,2,2,3,2
Acacia pravifolia,1159007,6,1,1,1
Solanum tetramerum,1159123,6,2,2,1
Portulaca giuliettiae,1159221,3,3,4,2
Salvia hydrangea,1159290,18,1,1,1
Arachnis clarkei,1159328,18,1,1,1
Paepalanthus bromelioides,1159349,8,2,2,1
Solanum vestissimum,1159388,2,3,3,1
Stigmaphyllon blanchetii,1159620,4,5,6,3
Verrucularina glaucophylla,1159623,9,1,1,1
Heteropterys campestris,1159633,3,2,2,1
Paloue guianensis,1159758,2,3,3,1
Neogaya simplex,1159834,20,1,1,1
Banisteriopsis angustifolia,1159875,10,2,2,1
Elaeagnus loureiroi,1159992,13,3,4,1
Casearia laetioides,1160022,4,1,1,1
Monstera alcirana,1160202,11,1,1,1
Cincinnobotrys oreophilus,1160916,11,2,2,1
Lysimachia alfredi,1161202,6,1,1,1
Xyris stenotera,1162198,5,1,1,1
Lotus spartioides,1162830,1,2,2,1
Melanoxylon brauna,1163798,2,2,2,1
Recordoxylon speciosum,1163831,20,1,1,1
Eugenia caipora,1163885,3,2,1,1
Barleria lavaniana,1163963,3,1,1,1
Stigmaphyllon auriculatum,1164015,14,1,1,1
Asteriscus schultzii,1164026,2,2,2,1
Lasiopetalum floribundum,1164103,3,4,4,2
Primula fedtschenkoi,1164150,11,1,1,1
Stellaria chinensis,1164249,8,2,2,1
Viola rubromarginata,1164296,20,1,3,1
Cleome boliviensis,1164545,20,1,1,1
Allamanda angustifolia,1164550,12,2,2,1
Craspedia gracilis,1164551,10,1,1,1
Prosthechea fausta,1164700,2,1,1,1
Hedyotis trimenii,1164727,12,1,1,1
Tanacetum sericeum,1164827,6,1,2,1
Pedicularis striata,1164906,6,5,5,2
Kunzea ciliata,1164919,9,1,1,1
Thunbergia kirkiana,1164935,13,1,1,1
Cuscuta purpurata,1165172,8,1,1,1
Dicliptera capitata,1165956,16,1,1,1
Symphyopappus casarettoi,1166488,7,1,1,1
Pedicularis mollis,1166689,11,2,3,1
Crepidiastrum akagii,1166692,7,5,3,2
Cyrtochilum exasperatum,1166818,14,1,1,1
Astragalus sungpanensis,1167642,20,1,2,1
Caladenia multiclavia,1167694,12,1,2,1
Clinopodium argenteum,1167711,18,1,1,1
Saranthe klotzschiana,1167750,10,1,1,1
Justicia salvioides,1167764,13,1,1,1
Primula concinna,1167986,8,1,1,1
Corchorus sidoides,1168098,1,2,2,2
Phycella chilensis,1168215,10,1,1,1
Evolvulus villosus,1168378,2,1,1,1
Tetracera boiviniana,1168886,9,1,1,1
Phycella amoena,1169159,8,1,1,1
Solanum pilcomayense,1169181,1,4,5,1
Eryngium eriophorum,1169431,3,1,1,1
Ernestia rubra,1169837,6,1,1,1
Callianthe flava,1169839,18,1,1,1
Pseuderanthemum riedelianum,1169937,9,1,1,1
Justicia polystachia,1170235,3,2,2,1
Erigeron epiroticus,1170239,9,1,1,1
Croton triacros,1170381,4,1,1,1
Teucrium oliverianum,1171335,9,1,1,1
Goeppertia altissima,1172733,7,1,1,1
Goeppertia colorata,1172755,14,2,3,1
Goeppertia monophylla,1172826,8,3,5,1
Goeppertia panamensis,1172830,16,1,1,1
Geogenanthus rhizanthus,1172840,2,2,2,1
Goeppertia variegata,1172846,10,1,1,1
Goeppertia zebrina,1172861,14,2,2,1
Primula hookeri,1173040,19,1,3,1
Gelasine coerulea,1173309,2,1,1,1
Pleurolobus gangeticus,1173369,6,2,2,2
Pavonia nemoralis,1173597,9,3,3,1
Baccharis anomala,1175374,10,2,3,1
Mitrasacme connata,1175624,4,4,4,1
Stathmostelma pauciflorum,1175738,15,1,1,1
Ctenanthe muelleri,1177247,10,1,1,1
Caltha alba,1177314,7,1,1,1
Euphorbia heterodoxa,1177409,19,1,1,1
Coleus kirkii,1177522,3,3,3,2
Euphorbia lupatensis,1177571,16,1,2,1
Zehneria cunninghamii,1177597,13,1,1,1
Cleistes tenuis,1178001,11,2,3,1
Senecio propinquus,1178015,20,1,1,1
Anamaria heterophylla,1178136,12,3,3,2
Fernandezia crystallina,1178310,6,1,7,1
Cassinia telfordii,1178557,19,1,1,1
Cleistes grandiflora,1178659,13,2,2,1
Erinus thiabaudii,1178689,3,1,1,1
Dahlstedtia araripensis,1179444,3,2,2,1
Crotalaria hilariana,1179469,11,1,1,1
Croton reitzii,1179470,15,1,1,1
Epidendrum purpurascens,1179825,15,1,1,1
Allium ruhmerianum,1179846,15,1,1,1
Lupinus lanatus,1179962,15,1,1,1
Maxillaria novoae,1180075,20,1,1,1
Indigofera punctata,1180160,13,1,3,1
Helia alata,1180168,3,5,6,2
Helia grandiflora,1180171,5,5,7,1
Cissus sulcicaulis,1180222,2,2,1,1
Oxypetalum wightianum,1180224,19,1,1,1
Ternstroemia brasiliensis,1180249,14,1,1,1
Primula wollastonii,1180312,12,2,5,1
Mandevilla coccinea,1180360,3,1,1,1
Thesium fragile,1180365,4,3,3,1
Eugenia stigmatosa,1180405,5,1,1,1
Celosia grandifolia,1180454,14,1,1,1
Bossiaea neoanglica,1180580,4,1,1,1
Clinopodium taxifolium,1180692,4,1,1,1
Wendlandia luzoniensis,1180924,8,1,1,1
Conostylis androstemma,1181035,7,3,7,1
Dioscorea pyrenaica,1181080,15,1,1,1
Pedicularis clarkei,1181279,17,1,2,1
Pedicularis confertiflora,1181294,17,1,2,1
Micromeria biflora,1181310,7,2,2,1
Pedicularis elwesii,1181338,15,2,7,1
Echinops davuricus,1181468,9,3,4,1
Pedicularis furfuracea,1181602,11,2,2,1
Wollastonia uniflora,1181607,5,4,2,2
Begonia annulata,1181629,17,1,1,1
Phedimus ellacombeanus,1181693,7,1,1,1
Cistanthe philhershkovitziana,1181720,12,1,1,1
Annona neosericea,1181735,10,1,1,1
Goeppertia singularis,1182052,10,2,2,1
Trifolium occidentale,1182163,2,1,1,1
Teucrium campanulatum,1182196,13,1,1,1
Pedicularis megalantha,1182502,11,3,5,1
Stylidium imbricatum,1182557,6,2,2,1
Gomphocarpus stenophyllus,1183126,1,1,1,1
Cyperus incomtus,1183438,14,1,1,1
Nepeta micrantha,1183758,18,1,1,1
Cistus horrens,1183955,19,1,1,1
Eulophia euglossa,1184326,4,2,1,1
Pedicularis pantlingii,1184369,17,1,1,1
Weddellina squamulosa,1184428,6,1,1,1
Wilbrandia ebracteata,1184438,6,1,1,1
Acacia sublanata,1184684,1,1,1,1
Viola sequeirae,1184685,1,6,8,1
Pilea rhizobola,1185019,17,1,1,1
Goeppertia erecta,1185091,5,2,2,1
Acacia stigmatophylla,1185552,6,2,1,1
Ficinia marginata,1185689,1,2,2,2
Stanhopea nicaraguensis,1185784,17,1,2,1
Convolvulus vidalii,1186002,13,1,1,1
Neustanthus phaseoloides,1186181,2,12,14,7
Coleus livingstonei,1186469,9,4,4,2
Centaurea debdouensis,1186485,13,1,1,1
Centaurea litardierei,1186488,13,1,1,1
Cladanthus scariosus,1186584,13,1,1,1
Crepis newii,1186588,2,2,1,1
Senecio hesperidum,1186631,4,1,1,1
Crambella teretifolia,1186675,14,1,1,1
Matthiola perennis,1186692,2,1,2,1
Stachys arenaria,1186788,3,1,2,1
Tanacetum changaicum,1187063,5,1,1,1
Clusia obdeltifolia,1187067,8,2,2,1
Cuphea ericoides,1187069,8,2,4,1
Pedicularis albiflora,1187114,12,1,1,1
Melichrus hirsutus,1187247,3,1,2,1
Dichaea cogniauxiana,1188497,14,1,1,1
Bossiaea bossiaeoides,1188560,14,1,1,1
Pedicularis interrupta,1188604,20,1,1,1
Gymnanthes boticario,1188871,10,1,1,1
Arisaema angustatum,1189286,16,1,2,1
Croton jacobinensis,1190072,4,4,3,2
Zanthoxylum pancheri,1190372,4,3,1,1
Epidendrum parahybunense,1190673,15,1,1,1
Habenaria rodeiensis,1190828,8,1,1,1
Faramea guianensis,1190832,2,1,1,1
Goeppertia propinqua,1190835,6,2,2,1
Eugenia catharinae,1191050,17,1,1,1
Kenyacanthus ndorensis,1191067,2,2,1,1
Eirmocephala megaphylla,1191134,19,1,1,1
Lycium petraeum,1191472,11,1,1,1
Rubus peruvianus,1192086,12,1,1,1
Hypochaeris neopinnatifida,1192864,11,1,1,1
Corydalis subjenisseensis,1192978,8,1,1,1
Lotus mascaensis,1193080,18,1,1,1
Ruta oreojasme,1193092,19,1,1,1
Genista splendens,1193186,19,1,1,1
Glandularia lobata,1193290,6,1,1,1
Jatropha ribifolia,1193305,1,5,5,1
Stemodia tetragona,1193319,6,1,1,1
Kalanchoe lateritia,1193321,11,1,1,1
Saranthe composita,1193505,18,1,1,1
Corynabutilon bicolor,1193655,13,1,1,1
Palmorchis pabstii,1193871,9,2,3,1
Vochysia angelica,1194131,8,2,2,1
Anthurium raimundii,1194139,10,2,2,2
Solanum cutervanum,1194156,10,1,1,1
Melaleuca nematophylla,1194164,5,2,2,1
Deguelia costata,1194408,18,1,1,1
Acianthera panduripetala,1194560,12,2,2,1
Vincetoxicum erectum,1194879,13,2,2,1
Vincetoxicum barbatum,1194888,4,2,2,1
Vincetoxicum biglandulosum,1194972,2,4,1,1
Vincetoxicum cordatum,1194980,2,1,1,1
Vincetoxicum dalzellii,1194981,11,1,1,1
Vincetoxicum rotundifolium,1194989,5,2,1,1
Kefersteinia tolimensis,1195129,5,1,1,1
Vincetoxicum ucrainicum,1195450,1,1,2,1
Ononis angustissima,1195767,12,1,1,1
Stromanthe porteana,1196105,7,2,2,1
Temnadenia violacea,1196495,15,1,1,1
Leptomeria preissiana,1196590,14,1,1,1
Prunus discoidea,1196621,20,1,1,1
Palmorchis pubescentis,1196653,4,2,2,1
Anthyllis cornicina,1196656,8,1,1,1
Phymatidium falcifolium,1196749,6,1,1,1
Dipterostemon capitatus,1196784,3,10,24,2
Pachystachys puberula,1197031,6,1,1,1
Viola modesta,1197172,5,3,3,1
Baccharis thymifolia,1197407,14,2,2,1
Baccharis megapotamica,1197408,2,1,1,1
Cistus calycinus,1197768,13,1,1,1
Cistus halimifolius,1197769,17,1,1,1
Dicladanthera forrestii,1197871,2,3,3,1
Gunniopsis intermedia,1197875,13,2,2,1
Gunniopsis calcarea,1197878,14,1,1,1
Gunniopsis propinqua,1197879,11,1,1,1
Gunniopsis calva,1197881,9,1,1,1
Maireana glomerifolia,1197908,11,1,1,1
Maireana platycarpa,1197915,2,1,1,1
Euphorbia burkartii,1198174,15,1,1,1
Gomphrena pumila,1198241,17,1,1,1
Haplopappus diplopappus,1198286,6,1,1,1
Hypochaeris caespitosa,1198353,14,1,1,1
Leucheria diemii,1198432,13,1,1,1
Lobivia korethroides,1198452,7,1,1,1
Lycium fuscum,1198480,17,1,1,1
Senna affinis,1198516,2,2,2,2
Sclerolaena eurotioides,1198574,2,1,1,1
Neobassia astrocarpa,1198602,15,1,1,1
Disynaphia calyculata,1198717,7,1,1,1
Gompholobium preissii,1198721,5,3,4,2
Pullenia gunnii,1198727,10,2,2,2
Pedleya acanthoclada,1198729,5,1,1,1
Melampyrum klebelsbergianum,1198741,7,2,2,1
Pabstiella aveniformis,1199019,1,1,1,1
Trigonopterum laricifolium,1199108,4,7,3,1
Catesbaea ekmaniana,1199341,16,1,4,1
Iris pseudocapnoides,1199398,12,1,1,1
Goeppertia granvillei,1199458,6,1,1,1
Goeppertia densa,1199516,5,2,2,1
Goeppertia splendida,1199527,2,1,1,1
Ischnosiphon puberulus,1199555,5,2,2,1
Eumachia chaenotricha,1199624,11,1,1,1
Eumachia cephalantha,1199625,10,1,1,1
Tillandsia pedicellata,1199706,20,1,1,1
Guatteria ouregou,1199747,11,1,1,1
Passiflora princeps,1199814,6,2,2,1
Erythranthe veronicifolia,1199880,7,1,1,1
Peltogyne pauciflora,1200655,17,1,1,1
Dicerothamnus rhinocerotis,1200667,5,3,3,2
Dicliptera raui,1200694,4,1,1,1
Platysace commutata,1200701,14,1,1,1
Ananas macrodontes,1201164,1,5,7,1
Passiflora tribolophylla,1203327,10,1,1,1
Stauntonia chinensis,1203345,3,1,1,1
Cirsium leo,1203364,1,2,2,1
Impatiens davidii,1203409,2,1,1,1
Sambucus mexicana,1203426,2,15,48,1
Coleus strobilifer,1203460,6,2,2,2
Hymenoxys robusta,1203637,14,1,1,1
Palicourea tonduzii,1204143,1,1,1,1
Cleome tetrandra,1204321,11,1,1,1
Dioscorea mucronata,1204691,2,1,1,1
Stachytarpheta microphylla,1204948,8,1,1,1
Cordiera rigida,1205143,11,1,2,1
Equilabium gracile,1205162,5,2,2,1
Nototriche holoserica,1205231,5,1,1,1
Geranium potentillifolium,1205313,6,1,1,1
Pleurothallis dewildei,1205344,2,1,1,1
Impatiens semounensis,1205562,2,6,4,1
Passiflora rhamnifolia,1205594,19,1,1,1
Eremanthus mollis,1205639,16,1,1,1
Latrobea diosmifolia,1205823,15,2,2,1
Primula scapigera,1206305,18,1,1,1
Pharus vittatus,1206905,15,1,1,1
Stachytarpheta lythrophylla,1209733,7,3,4,2
Gomesa imperatoris-maximiliani,1209745,16,1,1,1
Stachytarpheta crassifolia,1209843,4,3,3,1
Stachytarpheta coccinea,1209846,14,1,1,1
Stachytarpheta cearensis,1209847,5,1,1,1
Matisia ochrocalyx,1215163,5,1,1,1
Linochilus alveolatus,1215180,6,1,2,1
Linochilus antioquensis,1215182,6,1,1,1
Acisanthera variabilis,1215188,16,1,1,1
Galeandra devoniana,1215371,2,2,2,1
Galeandra blanchetii,1215625,15,1,1,1
Baccharis flabellata,1215642,19,1,1,1
Linochilus cinerascens,1215657,6,1,1,1
Linochilus eriophorus,1218489,6,1,1,1
Begonia pavonina,1218530,6,1,1,1
Gonzalagunia dicocca,1218638,13,1,1,1
Pleurothallis steyermarkii,1219412,2,1,1,1
Austrocactus aonikenkensis,1219484,6,3,6,1
Aphelandra dielsii,1220336,19,1,1,1
Eriocoma nelsonii,1221562,9,1,2,1
Retama rhodorhizoides,1223347,6,3,3,1
Gentianella scarlatina,1224400,7,1,1,1
Acacia mooreana,1224416,14,1,1,1
Hypocalymma jessicae,1224473,2,5,6,2
Eriocoma richardsonii,1224699,16,2,6,2
Aneilema siliculosum,1224735,20,1,1,1
Hypochaeris hookeri,1224747,11,3,4,1
Baccharis palustris,1224886,7,1,1,1
Prosthechea pachysepala,1224906,8,2,2,1
Linochilus heterophyllus,1225022,6,1,1,1
Linochilus nevadensis,1225033,7,1,1,1
Linochilus phylicoides,1225039,3,3,3,1
Linochilus revolutus,1225042,6,1,1,1
Linochilus rhododendroides,1225043,2,1,1,1
Linochilus rhomboidalis,1225044,5,1,1,1
Linochilus rosmarinifolius,1225047,6,3,3,1
Linochilus rupestris,1225048,2,4,4,1
Linochilus schultzii,1225053,5,3,4,1
Linochilus tenuifolius,1225057,6,2,2,1
Philodendron correae,1225075,16,1,1,1
Piptatheropsis canadensis,1225097,14,2,2,1
Mimosa australis,1225148,5,1,1,1
Tephrosia turpinii,1225149,15,1,1,1
Connarus fasciculatus,1225410,12,1,3,1
Clusia cuneata,1225419,1,2,2,1
Microcoelia stolzii,1225482,10,1,1,1
Miconia bicolor,1225593,3,2,2,2
Salvia scaposa,1225955,7,1,1,1
Artemisia stechmanniana,1225972,17,1,1,1
Pilea yunquensis,1226025,8,1,1,1
Vriesea taritubensis,1226068,8,1,1,1
Habenaria schwackei,1226457,9,4,5,1
Impatiens laxiflora,1226488,10,1,1,1
Drimia purpurascens,1226504,13,1,1,1
Cleistes paranaensis,1226621,8,1,1,1
Cleistes montana,1226626,20,1,1,1
Strychnos medeola,1226839,3,1,1,1
Bunchosia maritima,1227145,17,1,2,1
Psychotria stachyoides,1227147,10,1,1,1
Acacia pruinosa,1227193,1,1,1,1
Triodia microstachya,1227544,5,2,1,1
Stachys hissarica,1227557,14,1,1,1
Matthiola bolleana,1227714,2,4,6,1
Palicourea pseudinundata,1227763,1,3,3,1
Impatiens desmantha,1227991,4,2,2,1
Pimelea altior,1228024,3,2,2,1
Pontederia reflexa,1228441,5,5,5,2
Daphnopsis philippiana,1228528,9,1,1,1
Lantana caatingensis,1228642,18,1,1,1
Campanula zangezura,1228886,14,1,1,1
Habenaria elongata,1229065,11,1,1,1
Genoplesium tepperi,1229075,9,3,9,1
Maihueniopsis platyacantha,1229095,5,3,9,1
Coleus caninus,1229219,6,2,1,1
Coleus neochilus,1229224,2,6,8,4
Megacarpaea delavayi,1229392,1,1,1,1
Sonerila robusta,1229688,16,1,1,1
Equilabium selukwense,1229807,19,1,2,1
Equilabium stenosiphon,1229810,7,1,1,1
Tristerix longibracteatus,1229891,4,4,4,1
Miconia karlkrugii,1230057,3,6,11,1
Podandrogyne flammea,1230240,10,1,1,1
Seringia nephrosperma,1230251,12,1,1,1
Iris cuniculiformis,1230427,1,2,3,2
Justicia tomentosula,1230580,5,2,1,1
Polygala longifolia,1230869,14,1,1,1
Delphinium camptocarpum,1230944,2,2,2,1
Lavoisiera quinquenervis,1230986,2,1,1,1
Ptilotus corymbosus,1231133,9,3,3,1
Sphaerolobium rostratum,1231144,2,1,2,1
Adrorhizon purpurascens,1231175,11,1,1,1
Pseudogynoxys sonchoides,1231260,17,1,1,1
Waltheria berteroi,1231299,7,1,1,1
Wedelia goyazensis,1231458,4,6,6,2
Gladiolus mosambicensis,1231492,8,2,2,1
Cynanchum hemsleyanum,1231539,17,1,1,1
Jasminum coarctatum,1231683,12,1,1,1
Spatholirion longifolium,1231686,13,1,1,1
Pseudogynoxys cordifolia,1232469,6,2,2,1
Biserrula pelecinus,1232567,19,1,1,1
Palicourea dichotoma,1232735,5,2,2,2
Fagraea fagraeacea,1232770,15,1,1,1
Bossiaea dentata,1232837,3,3,3,2
Heptanthus cordifolius,1232859,5,2,1,1
Justicia aequilabris,1232877,3,6,7,3
Conopholis panamensis,1232956,11,2,2,1
Mimosa amphigena,1232991,19,1,1,1
Trianthema turgidifolium,1233032,8,2,2,2
Clusia spiritu-sanctensis,1233191,3,2,2,1
Lasiopetalum rosmarinifolium,1233241,10,2,2,2
Oxalis gyrorhiza,1233309,4,1,2,1
Stelis sclerophylla,1233520,16,1,1,1
Stelis aurea,1233626,6,1,1,1
Justicia mirabiloides,1233629,7,1,1,1
Heliconia combinata,1233665,16,1,1,1
Masdevallia amabilis,1234180,20,1,2,1
Croton compressus,1234362,17,1,1,1
Anacardium spruceanum,1234368,4,1,2,1
Androcalva loxophylla,1234391,1,4,4,1
Colchicum woronowii,1234429,7,1,2,1
Acisanthera uniflora,1234581,1,4,5,1
Aquilegia hebeica,1234651,10,2,2,1
Trianthema pilosum,1234796,5,8,10,3
Trigastrotheca molluginea,1234893,2,7,8,3
Taraxacum scariosum,1234989,16,1,1,1
Pterostylis ampliata,1235070,2,2,2,2
Mycaranthes magnicallosa,1235235,13,1,1,1
Maranta divaricata,1235268,2,3,3,3
Portulaca gilliesii,1235292,7,1,1,1
Vochysia gardneri,1235392,9,1,1,1
Masdevallia pteroglossa,1235562,4,1,1,1
Pleurothallis lopezii,1235631,15,1,1,1
Chrysanthemum integrifolium,1235710,8,4,3,3
Guzmania erythrolepis,1235778,5,2,1,1
Nasa urentivelutina,1235971,20,1,1,1
Buxus vaccinioides,1236225,5,2,1,1
Kefersteinia lafontainei,1236228,5,3,3,1
Asplundia heteranthera,1236231,5,1,1,1
Chuquiraga longiflora,1236269,7,1,1,1
Anthurium cremersii,1236485,5,1,1,1
Bulbophyllum retrorsum,1236496,13,1,1,1
Melicope glaberrima,1236703,3,3,1,1
Coprosma hookeri,1236773,14,2,2,1
Wikstroemia ligustrina,1236808,7,1,1,1
Meriania glabra,1236874,9,1,1,1
Murdannia clarkeana,1236875,11,1,1,1
Heliconia harlingii,1236877,7,1,1,1
Grewia serrulata,1237101,11,2,3,1
Galeandra styllomisantha,1237581,7,4,5,1
Hibbertia candicans,1237647,3,2,1,1
Viola domeikoana,1237685,2,1,1,1
Ophrys mammosa,1237704,1,4,5,2
Palicourea caerulea,1237779,16,2,2,1
Tillandsia hansonii,1238139,16,1,1,1
Guzmania laeta,1238181,7,1,1,1
Guzmania nidularioides,1238183,1,3,3,1
Coccoloba latifolia,1238197,4,2,1,1
Cypella oreophila,1238205,5,1,1,1
Cnidoscolus urniger,1238238,1,5,7,2
Eugenia umbrosa,1238286,8,1,1,1
Cuscuta partita,1238319,2,3,3,1
Stelis pygmaea,1238340,5,1,1,1
Leptospron adenanthum,1238369,6,2,3,2
Abutilon ramiflorum,1238371,4,1,1,1
Lagenophora gunniana,1238780,11,2,2,1
Vandellia tectanthera,1238781,6,3,2,1
Solanum concinnum,1239091,1,2,2,1
Coelogyne brunnea,1239157,15,1,1,1
Vandellia clausa,1239328,2,2,1,1
Vandellia lobelioides,1239332,1,5,4,1
Heptapleurum arboricola,1239449,16,2,2,2
Kennedia prorepens,1239557,3,4,8,1
Physocalyx aurantiacus,1239567,18,1,1,1
Hibbertia depressa,1239569,10,1,1,1
Quercus wutaishanica,1239613,17,2,4,1
Stylosanthes macrocephala,1239698,11,1,1,1
Banksia cunninghamii,1239711,8,3,3,1
Phyllota barbata,1239730,6,4,7,1
Acacia subcaerulea,1239747,6,5,7,3
Trimezia portosecurensis,1239984,5,1,1,1
Trimezia caulosa,1239985,5,1,1,1
Trimezia glauca,1239986,6,3,3,2
Trimezia sabini,1240246,13,1,1,1
Trimezia altivallis,1240247,6,1,1,1
Goodenia arguta,1240355,7,2,2,1
Ocellochloa stolonifera,1240362,10,1,1,1
Euonymus dichotomus,1240462,14,1,1,1
Ipomoea rosea,1240498,11,2,2,2
Pseudanthus pauciflorus,1241100,3,1,1,1
Stachystemon virgatus,1241102,11,1,1,1
Medicosma mulgraveana,1241119,11,1,1,1
Taxandria angustifolia,1241172,6,2,2,1
Taxandria callistachys,1241174,17,1,2,1
Torenia anagallis,1241358,9,5,5,3
Senecio lhasaensis,1241381,9,1,1,1
Corydalis latiflora,1241385,9,1,1,1
Silene pogonocalyx,1241924,19,1,1,1
Byblis pilbarana,1242065,5,1,2,1
Pterostylis erythroconcha,1242070,14,1,1,1
Pterostylis oblonga,1242100,14,1,1,1
Commersonia borealis,1242327,11,1,1,1
Pterostylis scabra,1242343,13,1,1,1
Spyridium daltonii,1242437,13,2,2,1
Spyridium nitidum,1242446,10,1,1,1
Scaevola amblyanthera,1242470,8,1,1,1
Scaevola glandulifera,1242476,7,4,4,2
Scaevola pilosa,1242477,19,1,1,1
Banksia collina,1242629,3,3,4,1
Billardiera venusta,1242631,19,1,1,1
Billardiera speciosa,1242635,10,1,1,1
Ptilotus albidus,1242697,9,1,1,1
Asteridea chaetopoda,1242720,7,1,1,1
Philotheca sericea,1242750,14,1,1,1
Granitites intangendus,1242843,18,1,1,1
Rhodanthe propinqua,1242861,2,3,4,1
Rhodanthe oppositifolia,1242863,14,1,1,1
Rhodanthe laevis,1242866,7,3,4,2
Hyalosperma simplex,1242877,8,1,1,1
Senecio keniophytum,1242881,10,1,1,1
Wurmbea cernua,1242911,19,1,2,1
Impatiens potaninii,1242926,20,1,1,1
Epidendrum pfahlii,1243055,13,1,1,1
Diplolaena ferruginea,1243066,3,1,1,1
Opercularia volubilis,1243091,20,1,1,1
Hemipilia chusua,1243167,3,3,3,1
Hemipilia cucullata,1243172,1,10,18,4
Dendrobium friedericksianum,1243238,10,1,1,1
Grona triflora,1243255,1,10,21,12
Polhillides velutina,1243259,9,2,2,2
Wedelia foliacea,1243277,17,1,1,1
Eugenia paracatuana,1243308,5,1,1,1
Aldama nudicaulis,1243415,3,1,1,1
Wedelia bonplandiana,1243539,2,3,2,1
Parkia nitida,1243636,20,1,1,1
Vigna halophila,1243663,4,4,4,2
Indocypraea montana,1243694,7,1,1,1
Wedelia pascalioides,1243706,7,1,1,1
Acacia gracilifolia,1243754,17,1,1,1
Bossiaea spinescens,1243796,5,4,5,1
Mirbelia ramulosa,1243798,13,1,1,1
Bossiaea rufa,1243847,19,1,1,1
Bossiaea disticha,1243850,1,4,4,1
Bossiaea praetermissa,1243858,4,4,5,1
Chorizema reticulatum,1243887,1,2,2,1
Chorizema racemosum,1243888,1,2,3,1
Chorizema trigonum,1243890,6,2,3,2
Chorizema genistoides,1243894,6,1,1,1
Pultenaea costata,1243917,13,1,7,1
Pultenaea viscidula,1243922,10,1,2,1
Pultenaea divaricata,1243932,4,2,6,1
Pultenaea rigida,1243935,10,1,1,1
Gompholobium baxteri,1243955,6,1,1,1
Gompholobium gompholobioides,1243959,1,1,1,1
Sphaerolobium grandiflorum,1243967,13,2,2,1
Isotropis atropurpurea,1243975,4,4,4,3
Isotropis winneckei,1243977,4,2,2,1
Isotropis drummondii,1243983,18,1,1,1
Aotus genistoides,1243997,18,1,1,1
Aotus procumbens,1244000,3,3,4,1
Eutaxia epacridoides,1244005,9,2,3,1
Eutaxia parvifolia,1244006,9,2,2,1
Mirbelia depressa,1244010,1,1,1,1
Mirbelia viminalis,1244013,2,5,7,2
Dillwynia acicularis,1244024,20,1,1,1
Gastrolobium melanopetalum,1244028,20,1,1,1
Dillwynia divaricata,1244044,16,1,1,1
Jacksonia capitata,1244047,7,3,3,1
Daviesia alternifolia,1244059,2,4,4,1
Daviesia trigonophylla,1244067,8,2,2,1
Daviesia crenulata,1244077,3,2,3,1
Daviesia reclinata,1244079,3,3,2,1
Daviesia rhombifolia,1244080,11,1,1,1
Daviesia nematophylla,1244086,6,2,2,1
Daviesia oppositifolia,1244088,7,1,1,1
Daviesia decipiens,1244096,14,1,1,1
Xanthostemon francii,1244107,5,3,1,1
Gastrolobium microcarpum,1244149,4,2,2,1
Gastrolobium crassifolium,1244152,10,1,1,1
Gastrolobium cuneatum,1244179,1,2,2,1
Gastrolobium linearifolium,1244199,11,2,2,1
Actinotus glomeratus,1244226,7,2,3,1
Actinotus omnifertilis,1244229,4,3,4,1
Styrax pallidus,1244252,5,1,1,1
Homoranthus wilhelmii,1244366,8,1,1,1
Alstroemeria violacea,1244398,4,1,2,1
Casearia pitumba,1244428,19,1,1,1
Medinilla alpestris,1244590,4,2,1,1
Tephrosia leratiana,1244867,2,4,1,1
Acronychia acronychioides,1245017,17,1,1,1
Citrullus naudinianus,1245066,3,1,2,1
Bonnaya ruelloides,1245372,1,7,8,2
Vandellia diffusa,1245374,2,16,24,8
Vandellia montana,1245381,7,3,1,1
Linderniella pulchella,1245383,2,2,2,1
Yamazakia pusilla,1245386,4,7,8,6
Yamazakia viscosa,1245387,5,1,1,1
Linderniella wilmsii,1245392,2,2,4,1
Pseudobombax parvifolium,1245493,8,1,3,1
Hibbertia pulchra,1246025,10,1,2,1
Palicourea spectabilis,1246356,10,1,1,1
Tanaecium dichotomum,1246416,11,2,2,1
Commelina bracteosa,1246821,15,1,1,1
Passiflora urnifolia,1246846,19,1,1,1
Hibbertia psilocarpa,1246877,2,2,3,1
Daviesia aphylla,1246885,6,1,3,2
Bulbophyllum refractilingue,1246914,2,2,1,1
Marianthus erubescens,1246937,5,3,3,2
Lippia brasiliensis,1246993,2,3,3,1
Philotheca deserti,1247366,1,1,1,1
Philotheca pinoides,1247379,17,1,1,1
Philotheca tomentella,1247384,18,1,1,1
Zieria vagans,1247619,16,1,1,1
Zieria covenyi,1247628,16,1,1,1
Guzmania kressii,1247764,7,1,1,1
Stigmaphyllon palmatum,1247891,5,2,3,1
